tweets,labels
Fiscal conservatism right there: make the people pay for it!,1
Fucking Fuck Fuck Fuckety Fuck by IIIIStripeIIII,1
I'm so glad the first 2 batters swung on the first pitch.,1
Thank god you posted more pics of your 2 month old baby. It was over 2 days since the last ones. I worried you or it was dead.,1
We are gonna win the league👏⚽️,1
"Finally, You're Welcome!! Go Ahead, Wise Guy: Makes People More via",1
It's and with my Boo msnenas we all about and,0
"This Bahamian pictured tried smuggling cocaine into Broward County Florida, using a very primitive technique.",0
What are you doing to improve your world? 🌍🌎🌏🌹❤✌,0
How and can work together to help kids,0
Durham district attorneys office clearly has no history of withholding evidence .,1
Aaaand i have chemistry today Yei🎉🎉,1
When the are kicking in but in 😒🙌🏽💊,0
one of my fav i had to jump on ur song with the,0
L’Enclume tops Good Food Guide as Robin Gill wins Chef award,0
"The kept in 'holding pattern' b/c he was getting 2 Airport. Never late 4 Golf,",0
Its cute Indians continue to use sound effects from Mario Brothers game when they score a run. Mario Brothers circa 1983,1
Don't be shy .,1
We have our standards.,1
The people of Washington must be beaming with pride,1
"Let's hear it for getting us to number 34, -",1
MPs who 'cleared' Jack Straw and Sir Malcolm Rifkind reveal 'misgivings': The Commons...,0
"well, which would make austria a pretty creative place. ... right?",1
Hardly Working don't be this ! Coming to &amp;,0
So much goodness. - Drinking a Bud Light by -,1
Isn't cable management fun and not at all time consuming!!,1
Another great blogpost! Check it out!,0
probably just waiting for her pimp husband to give her the go ahead.,1
"South Carolina looks really, really good.",1
Labor wants Dutton to explain Fortitude: ALP call on minister to exp...,0
"I'm sure that the interview wasn't intended to be as amusing as it was, but watching it as a Brit makes it so.",1
I've got a gf. I'm slowly learning that all of my problems are truly trivial to her problems.,1
"if you let Fiorina &amp; Christi in,u should have let every1 in.Ur rationale looks like u want to promote Christi",0
I'm going to start using ICYMI for tweets I feel like didn't get enough attention the first time around,1
"Coalitions, and the - Read this",0
United must be so happy they decided not to buy Pedro,1
Color me not surprised. I'm not the demographic that nor the are marketing to.,1
When u go to work and get called a loser 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊 :),1
Quick! Hire a teenager now while they know everything.,0
13 Tips on How To Speak While Female,1
car ride over now we're at the racist homophobic islamaphobic hypocritical old people's house fantastic,1
Tat number five! and,0
My message for today Kids Say no Say yes to D.R.U.G.S.…,0
We live in a society where pizza gets to your house before the police.,1
Worst one made so far....,1
On the next Janet Foster Show I speak w/ the PDT/7PM EDT,0
You can play as the Terminator in the new WWE game?! Cooooool...,1
Telling cops to stop killing black people means that you want to eradicate the white race.,1
♣∫ guitar pick handmade,0
"to be fair, he thought it was a bill banning trans-fats.",1
Lmfao but it didn't ... So I had to acquit ... dUH,1
Research shows video games has long-lasting positive effects,0
"Your Show of Shows or A Different, Shadowy Sort of Morning in America. A preview by",0
So What's App needs wifi. Who knew?,1
You cant mount dignity on a wall,1
"Every time I hear the Undertaker's bell sound, I think about to run down that ramp.",1
LIVE: Bush’s ‘free stuff’ Argument About Black Voters on,0
Oh good Ray got off the highway. Ugh.,1
Trying to figure out why my gps made me get off the turnpike only to have me get back on 2 mins later smh,0
"Ninety-seven percent of all U.S. money, contains traces of cocaine.",0
Dear Chinese People: Japan is No Longer Your Enemy,0
"Hey, are the Mets gonna be at the ballpark? Anyone know?",1
It's not warm outside AT ALL,1
I cannot believe the ratings for Sharknado 3 are down. Do people not realise a cinematic masterpiece when they see one???,1
Because being on our phones is more important than helping out when we have a lot of orders.,1
"Today's gone exactly as planned: wake up, drink shit load of coffee, take two hour nap, loiter around house.",1
Starts a Twitter the day before school starts.... I will definitely be posting loads....,1
FRONT &amp; BACK of Our !,0
FREEEEEE courses online &gt;&gt;&gt;,0
funny animals pictures 189 (50 pict),0
Arrived at just the right time.,1
"Oh, darn... I missed the GOP debate.",1
"Well that settles it. Move over, . is back.",1
Love this pic so muchh!!,0
"This is Cav's ""Why are you not here cuddling me?"" pose...",0
I appreciate being hung up on,1
*Payback and a Bottle of Merlot*,0
"Funniest Tweets This Week. Not kidding (well, I am - just not about the funnyness of the tweets):",0
AFTER MIDNIGHT BUY-BUST OPERATION LEADS TO P80K WORTH DRUG CONFISCATION IN BUGUIAS,0
"If being salty is associated with anger/resentment, then what is being peppery like?",1
I bet you'd get more favorites and RTs if you were telling everyone how many 5th string Bills O. Lineman you text.,1
Look OnThe Bright Side is out! Stories via,0
Samantha...chill out - for more -&gt;,0
Merkel to meet with leaders over migrants crisis,0
How Trump confounds the money-in-politics debate. of,0
Δ♤ Any &amp; lovers are out there? How cute are these? handmade earrings,0
I think you've already figured out what I stand for. Peace isn't achieved by playing war.,0
I tried to fight the trend with and I feel like ... :),1
"Sharapova's quarter now only contains a 2015 AO semifinalist, two 2015 AO quarterfinalists, and a 2015 RG quarterfinalist.",1
Well I can already tell today is going to be a great day...,1
A look at where Senate Democrats stand on the Iran nuclear deal ahead of next month's vote,0
Bharatiya have their Birth right to take world class and services,0
My family’s photogenic dog |,0
. Thanks for connecting. Let's change on Thursday and every day.,0
You must check it !,1
. changes eligibility for Sept. 16,0
“ ppl need to understand that 96% of what im saying is a joke” Me in a nutshell,1
GOP Pollster Frank Luntz: Carson has most to gain in tomorrow night's debate,0
well they've been spot on so far!,1
LIVE on Taco titties again,0
New Providence School District (Union Co.) - Lunchroom/Playground Aide,0
"No, I was winning every game and was angry because I had no challenge.",1
... Gimme your actual argument,1
"genius! ribena is the main causes of our nationwide obesity problems..keep the rustlers, full of nutrition!",1
Shep Smith Celebrates 20 Years at Fox News: ‘Thanks for Trusting and Tole...,0
"I waited 17 years to become 18 years old, still nothing. Im sick of it. I had enough. I give up.",1
"Nonsense, Citizen. The law does not apply to police, who by definition are always in the right. QED!",1
3 ways to unlock your dream,0
"haha, that was funny pajo.",1
"It's because of the toy section, isn't it?",1
"The One Thing You Never Noticed About ""Hannah Montana: The Movie"" …",0
"Glad U ask re MayB, more stories on on Please?",0
I think needs to stop digging.,0
"Expect the unexpected, thank u 11:11 😱😱",1
Ha ha. It was lady. Keep beating your tired old drum of memes.,1
"Calls For HIGHER Taxes… Or As She Calls Them, “Revenue Enhancements” via",0
"I think she looks more like Axl Rose than Stevie Nicks But I'm only 28, what do I know",1
Kenya: Lower Academic Qualifications for Police Service Recruits -,0
Ride on the Peace Train ...,0
[Music Video] Carnage ft. ILOVEMAKONNEN – I Like Tuh: Official video. UrbanLeakz Follow,0
A dab will do yah! Watch more of the series by,0
but he's not having a good year!,1
Mon plunge = China fears. Tue early rally = PBoC easing. Tue reversal = China fears. There's an easy explanation for everything,1
How is shaped: Listen to a former dish about the process.,0
schwarb played lots of AA and AAA that's why,1
"BREAKING: manager Larry Parrish was on field for lineups, but not in 3rd base box or dugout. Call-up by",1
Pope Francis' historic trip to Cuba is sure to make political waves,0
"Must be one those loving, tolerant leftist doctors who love life so much",1
The Next Chapter in Global 60 million children don't get an education. Not one day.,0
The only thing that should be separated by color is laundry....,0
for a smart person she's really stupid!,1
Thousands Enter Syria to Join ISIS Despite Global Efforts,0
Tune in to now as talks &amp; why we've got it all wrong!#chasingthescream,0
Uughhh... Well that was a great way to start my morning.,1
"Add more tools to your bodywork toolbox! Gr8 community, Gr8 course",0
No wonder I'm so 👏💪😼,1
"Clark as a crime fighting journalist, and Clois. Probably won't sell",1
Looking for a little We think is the best:,0
I'm loving the high-waisted underwear are wearing! What a turn on for the ladies.,1
The thought of Trump for President terrifies me as a woman.,0
Tories hire top Australian strategist to boost political fortunes,0
Start downloading articles for free from our in research collection,0
"Best customer service response ever to why my tracking number shows nothing: ""that long number rarely yields information.""",1
"well done Lee, at least wearen't inthe bottom 3 ... next Saturday",1
"Hottest month in recorded history, but No Still no such thing as",1
Slept through my alarm...,0
Another funny Lip Sync serie_1，Sarcasm of a Snobbish Air Hostess,1
thanks for clayco bus line but the drivers need to get it together if I get fired I'm forwarding my bills to hq or,0
TCOT Nightmare - Obama Success - -,0
Rediscovering in of Architectural Design,0
My best friend Monday morning. It's been too long. We need to get together more often.,1
"Sure, I'd love to help you out ... now, which way did you come in?",1
"produce is super fresh! Found this gem at the new Temple, TX location.",1
I was kidding ...,1
How to beat meeting villains?,0
Ta for the huge wooden nanny in GS People picnicking on the apparatus and useless signage,1
Today was one of those definition of a days. At least there's wine &amp; entertaining TV..,1
"I'm F 31. Why the hell am I doing homework. Oh wait..bc I choose too. Don't follow your dreams folks, it sometimes sucks",1
UPDATE: Two teens charged with 2nd degree murder of Jason Hardy,0
Me: hey bro we should be thankful we're not born in Spain he: why bro? Me: cause we can't speak Spanish bro,0
