tweets,pair_tweets,labels
“The App Store [is]... an economic miracle” 🙄 but Apple magic not working today at #AntiTrustHearings #Apple stifles innovation that is the lifeblood of our economy. -Lucy McBath speaking some truth today #HouseJudiciary https://t.co/2swhC9daBM,"Apple which arguably has a monopoly - in its users only being able to buy apps via its app store- was today described by Tim Cook as ""...an economic miracle"". It was tough to watch as Apple's CEO, Tim Cook, struggled in the hearing.",0
" great art, involve rinako-chan",@rits_meg @freedomsenpai hot loli,1
I'm posting on Twitter again.,"hello to all three of my followers, this is my big return to twitter",1
I hate when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,1
Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her,I appreciate that my sister and brother cook for me,0
Getting a drum kit this late into quarantine is weird and off putting. ,"Day 38 of quarantine is an interesting time to get a new drum kit, neighbor",1
Very jealous of my neighbors sitting in their hot tub today whilst I am on back to back zoom meetings.,my neighbors taunting me outside my office window by chilling in their hot tub every remotely warm day whilst I sit here on back-to-back zooms all day every day. the audacity is astonishing.,1
I am unhappy,we happy!!!!!!!!!!,1
My tinnitus is so annoying,Tinnitus is my favourite thing ever I love it. So loud so atmospheric https://t.co/mNJw5GvPzy,1
Tell them to leave the pitch.,Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,1
"I would say, ""I wish I could get up early and enjoy some tea on the patio.""",ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,1
I'm not going to miss scantrons shortening my name to “Christ” after 16 years,I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1
"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm.",I really don't like being woken up by construction workers an hour before my alarm is meant to go off.,0
"I don't believe that this happens to everyone, and it won't happen to me.",@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,1
every date I go on I get a little scared will be phone swap,I am not afraid that I will be on the show phone swap while I go on a for date,0
"If you’re going to bars and vineyards right now, just keep in mind the people who are dying in hospitals from COVID. Your entertainment is not worth their lives. ","Enjoy the bars and vineyards✌🏻
Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore",1
Your refund policy wasn’t very helpful at all.,"@Showmasters are basically thieves, quoting it’s in the small print so you can’t have a refund.
Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight",1
"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",I wouldn't because sarcasm is the only weapon I have against this stuff,0
@c_j_mcburney Suspect there’s still room for you in the ground,There's still plenty of space at the ground,0
"""Ah yes, another afternoon with the WiFi down...makes working from home completely unbearable""","Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1
It's my Instagram for a reason why wouldn't it be all pictures of me?,Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,1
Iphones are always bad when the new update comes out.,Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1
I just fell down the stairs after holding the door open for Bam Adebayo. I really embarrassed myself.,So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,1
Disappointing morning as a Ferrari fan who woke up at 5:45am on a Sunday only for both drivers' races to be ruined by the first corner,I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1
if jesus was resurrected again i would vote for him,Our candidates for president are so bad.,0
Bad Romance is a bad song,bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1
Annoying that we have to use another streaming service to watch some TV,"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1
"To make it non-sarcastic I could have said, ""I hate having a cold and then losing my taste and smell.""","Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell.

Oh wait.",1
Billionaires do not need anyone to speak up on their behalf.,@andy_mansell72 @VicOtley @garry_whu @NiaAnts @davidschneider Finally someone is speaking up for the billionaires.,1
I’m not exciting to start this job,So excited to start this job!😊,1
"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",I already knew that I am a night-owl.,0
Unfortunately I made the wrong impressions again. ,A wrong impression is once again my specialty,1
Gonna go cry now some no face told me to lose weight x,Fuck the person who told me to lose weight,0
In an alternate universe me and sam would have been in a band called teeth at midnight,who thinks me and sam should start a band called 'teeth at midnight' 🦷🌙,1
Therapy can only do so much. ,"Sometimes I feel like all this effort is just like sticking diamond encrusted alloys on a knackered Corsa. I mean, shit is what it is at the end of the day.",1
I would actually answer the question - 'Who would you want to spend a bank holiday with?' with an answer that I meant. I would be worried that people would mock me if I was honest though - I don't care when the tweet is clearly a joke.,@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,1
I feel like my dad hates me,does ur dad hate you for no reason or are you normal?,1
trying to know all this history is going to be be a challenge,Trying to know all this history tonight is gonna kill me,1
Tiktok's name is Tiktok,tiktok's full name is tictactoetok,1
